"ID","Location","Season","Field","Plot","Field_sampling_date","Species","Planting_Date","Termination_Date","Fresh_Total_BM_kG_ha","Dry_Total_BM_kG_ha","Plant_water_content","Avg_pct_gc","Latitude","Longitude","Source_FQ","Carbohydrate_Perc_Norm","Cellulose_Perc_Norm","Lignin_Perc_Norm","NIRCP","NIRADF","NIRNDF","NIRNFC","Percent_N_NIRS"
"0313-Pea","BARC","2023-2024","SH46","13","2024-03-28","WinterPea","2023-10-10","2024-04-25",3333.33,719.16,78.43,34.11,39.01924869,-76.94233675,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",64.26958561,29.11554968,6.614864703,18.97,26.74,33.18,38.38,3.0352
"0314-Rye","BARC","2023-2024","SH46","14","2024-03-28","CerealRye","2023-10-10","2024-04-25",8276.47,1384.08,83.28,75.02,39.01922932,-76.94273317,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",51.54495283,45.923729,2.531318165,13.78,24.59,47.14,33.52,2.2048
"0314-Pea","BARC","2023-2024","SH46","14","2024-03-28","WinterPea","2023-10-10","2024-04-25",8276.47,1384.08,83.28,75.02,39.01922932,-76.94273317,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.36417467,24.5158334,6.119991927,21.86,24.32,28.72,40.95,3.4976
"0314-Volunteer","BARC","2023-2024","SH46","14","2024-03-28","HairyVetch","2023-10-10","2024-04-25",8276.47,1384.08,83.28,75.02,39.01922932,-76.94273317,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",59.58445692,33.9050042,6.510538878,21.14,31.73,37.55,31.75,3.3824
"0315-Rye","BARC","2023-2024","SH46","15","2024-03-28","CerealRye","2023-10-10","2024-04-25",5315.84,1058.62,80.09,52.86,39.01946994,-76.94302402,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.74929729,44.45641002,2.794292693,12.65,25.24,45.95,35.86,2.024
"0315-Pea","BARC","2023-2024","SH46","15","2024-03-28","WinterPea","2023-10-10","2024-04-25",5315.84,1058.62,80.09,52.86,39.01946994,-76.94302402,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",67.76359759,25.90189602,6.334506385,20.71,24.97,30.18,40.32,3.3136
"0316-Rye","BARC","2023-2024","SH89","16","2024-03-29","CerealRye","2023-10-10","2024-05-30",4437.45,874.89,80.28,34.46,39.01713515,-76.94090177,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.52914846,40.72898208,2.741869463,11.27,23.59,42.77,41.75,1.8032
"0316-Vetch","BARC","2023-2024","SH89","16","2024-03-29","HairyVetch","2023-10-10","2024-05-30",4437.45,874.89,80.28,34.46,39.01713515,-76.94090177,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.15672383,25.44038291,9.402893262,20.38,30.55,31.9,36.56,3.2608
"0316-Pea","BARC","2023-2024","SH89","16","2024-03-29","WinterPea","2023-10-10","2024-05-30",4437.45,874.89,80.28,34.46,39.01713515,-76.94090177,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",70.73797467,23.16226382,6.099761508,20.32,23.04,28.05,45.09,3.2512
"0316-Cannola","BARC","2023-2024","SH89","16","2024-03-29","Canola","2023-10-10","2024-05-30",4437.45,874.89,80.28,34.46,39.01713515,-76.94090177,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.7715475,36.70505841,5.523394091,13.87,28.85,40.11,39.08,2.2192
"0317-Rye","BARC","2023-2024","SH89","17","2024-03-29","CerealRye","2023-10-10","2024-05-30",3175.85,647.42,79.61,27.47,39.01735618,-76.94092472,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.53438213,44.73956512,2.726052744,12,26.09,45.4,35.32,1.92
"0317-Vetch","BARC","2023-2024","SH89","17","2024-03-29","HairyVetch","2023-10-10","2024-05-30",3175.85,647.42,79.61,27.47,39.01735618,-76.94092472,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.74691632,21.20287847,9.050205207,23.23,27.37,27.63,37.46,3.7168
"0317-Pea","BARC","2023-2024","SH89","17","2024-03-29","WinterPea","2023-10-10","2024-05-30",3175.85,647.42,79.61,27.47,39.01735618,-76.94092472,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.36241399,28.78647217,5.851113833,16.51,25.83,33.19,43.83,2.6416
"0317-Cannola","BARC","2023-2024","SH89","17","2024-03-29","Canola","2023-10-10","2024-05-30",3175.85,647.42,79.61,27.47,39.01735618,-76.94092472,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.27772739,36.98737613,5.734896473,13.24,29.85,40.65,38.98,2.1184
"0318-Rye","BARC","2023-2024","SH89","18","2024-03-29","CerealRye","2023-10-10","2024-05-30",4169.73,862.64,79.31,57.53,39.01765381,-76.94093034,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.69395567,44.84695846,2.459085869,14.83,23.07,46.03,33.54,2.3728
"0318-Vetch","BARC","2023-2024","SH89","18","2024-03-29","HairyVetch","2023-10-10","2024-05-30",4169.73,862.64,79.31,57.53,39.01765381,-76.94093034,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",67.46833518,25.07578102,7.455883798,22.89,27.93,29.9,36.52,3.6624
"0318-Pea","BARC","2023-2024","SH89","18","2024-03-29","WinterPea","2023-10-10","2024-05-30",4169.73,862.64,79.31,57.53,39.01765381,-76.94093034,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.97327418,24.10423214,5.922493678,20.96,23.37,28.41,42.95,3.3536
"0319-Rye","BARC","2023-2024","SH89","19","2024-03-29","CerealRye","2023-10-10","2024-05-30",4787.4,801.4,83.26,40.13,39.01734449,-76.94130659,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",54.26973467,42.94578628,2.784479047,13.85,23.97,44.34,35.83,2.216
"0319-Vetch","BARC","2023-2024","SH89","19","2024-03-29","HairyVetch","2023-10-10","2024-05-30",4787.4,801.4,83.26,40.13,39.01734449,-76.94130659,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",68.38380859,22.64076642,8.975424998,23.68,28.29,29.35,36.97,3.7888
"0319-Pea","BARC","2023-2024","SH89","19","2024-03-29","WinterPea","2023-10-10","2024-05-30",4787.4,801.4,83.26,40.13,39.01734449,-76.94130659,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.46179246,24.70589539,5.832312147,18.86,24.24,29.06,44.75,3.0176
"0319-Cannola","BARC","2023-2024","SH89","19","2024-03-29","Canola","2023-10-10","2024-05-30",4787.4,801.4,83.26,40.13,39.01734449,-76.94130659,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.77936105,36.9179592,5.302679742,14.2,28.5,40.15,38.7,2.272
"0320-Rye","BARC","2023-2024","SH89","20","2024-03-29","CerealRye","2023-10-10","2024-05-30",4762.9,934.38,80.38,71.94,39.01764686,-76.94130623,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.69617444,45.02068765,2.283137903,12.95,23.95,46.3,35.91,2.072
"0320-Vetch","BARC","2023-2024","SH89","20","2024-03-29","HairyVetch","2023-10-10","2024-05-30",4762.9,934.38,80.38,71.94,39.01764686,-76.94130623,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.03715841,30.32640991,6.636431676,21.45,29.13,33.22,32.54,3.432
"0320-Pea","BARC","2023-2024","SH89","20","2024-03-29","WinterPea","2023-10-10","2024-05-30",4762.9,934.38,80.38,71.94,39.01764686,-76.94130623,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.69458282,24.31356497,5.991852209,19.94,23.89,28.76,44.05,3.1904
"0320-Cannola","BARC","2023-2024","SH89","20","2024-03-29","Canola","2023-10-10","2024-05-30",4762.9,934.38,80.38,71.94,39.01764686,-76.94130623,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.25288165,37.04118192,5.705936427,11.62,32.01,39.18,38.71,1.8592
"0321","BARC","2023-2024","SE18A","21","2024-03-29","CerealRye","2023-10-10",NA,2071.74,535.43,74.16,18.76,39.01884811,-76.9464857,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",53.46658027,43.84986154,2.68355819,12.53,24.94,45.43,36.84,2.0048
"0322","BARC","2023-2024","SE18A","22","2024-03-29","CerealRye","2023-10-10",NA,1574.8,405.95,74.22,17.46,39.01916074,-76.94650956,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",51.89732646,45.20917561,2.893497926,11.47,26.45,46.06,35.08,1.8352
"0323","BARC","2023-2024","SE18A","23","2024-03-29","CerealRye","2023-10-10",NA,1147.86,297.46,74.09,10.43,39.0193899,-76.94654031,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",54.09855335,43.20288726,2.698559383,14.71,24.2,44.61,35.08,2.3536
"0324","BARC","2023-2024","SE18A","24","2024-03-29","CerealRye","2023-10-10",NA,1552.06,393.7,74.63,13.72,39.01914204,-76.94691508,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",50.78280504,46.56713492,2.650060042,13.56,25.94,47.57,32.55,2.1696
"0325","BARC","2023-2024","SE18A","25","2024-03-29","CerealRye","2023-10-10",NA,1354.33,332.46,75.45,14.74,39.01881032,-76.94688359,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",51.49119298,46.59475877,1.91404825,13.41,24.5,47.49,34.22,2.1456
"0326-Rye","BARC","2023-2024","SD5","26","2024-03-28","CerealRye","2023-10-10","2024-04-25",1492.56,376.2,74.79,15.37,39.01383564,-76.94467874,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",48.8921033,48.01124322,3.096653484,14.14,28.28,47.44,28.13,2.2624
"0326-CC","BARC","2023-2024","SD5","26","2024-03-28","CrimsonClover","2023-10-10","2024-04-25",1492.56,376.2,74.79,15.37,39.01383564,-76.94467874,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",48.74438511,40.95532356,10.30029133,15.63,39.35,45.94,25.47,2.5008
"0327-Rye","BARC","2023-2024","SD5","27","2024-03-28","CerealRye","2023-10-10","2024-04-25",1067.37,318.46,70.16,26.5,39.01350787,-76.94498251,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.31606622,44.32327279,3.360660993,13.68,26.44,45.87,33.87,2.1888
"0327-CC","BARC","2023-2024","SD5","27","2024-03-28","CrimsonClover","2023-10-10","2024-04-25",1067.37,318.46,70.16,26.5,39.01350787,-76.94498251,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.21008791,30.71381383,9.076098259,20.61,29.71,36.45,31.75,3.2976
"0328-CC","BARC","2023-2024","SD5","28","2024-03-28","CrimsonClover","2023-10-10","2024-04-25",3149.61,748.91,76.22,51.4,39.01383148,-76.94535718,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",61.85974308,29.17920732,8.961049597,19.51,29.69,34.73,34.09,3.1216
"0330-Rye","BARC","2023-2024","SD5","30","2024-03-28","CerealRye","2023-10-10","2024-04-25",5681.54,1149.61,79.77,68.24,39.01325202,-76.94602956,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.22038863,41.49180392,2.287807448,18.23,22.01,42.43,33.58,2.9168
"0330-CC","BARC","2023-2024","SD5","30","2024-03-28","CrimsonClover","2023-10-10","2024-04-25",5681.54,1149.61,79.77,68.24,39.01325202,-76.94602956,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.53823395,26.25370241,8.208063643,20.6,27.47,31.45,36.38,3.296
"0331-Rye","BARC","2023-2024","SE14","31","2024-03-28","CerealRye","2023-10-10","2024-06-13",4092.74,906.39,77.85,52.63,39.01143464,-76.94178626,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.61871625,44.55560333,2.825680413,17.73,24.31,45.19,29.61,2.8368
"0331-CC","BARC","2023-2024","SE14","31","2024-03-28","CrimsonClover","2023-10-10","2024-06-13",4092.74,906.39,77.85,52.63,39.01143464,-76.94178626,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.56198689,28.38994969,8.048063422,21.53,28.57,32.94,33.43,3.4448
"0332-Rye","BARC","2023-2024","SE14","32","2024-03-28","CerealRye","2023-10-10","2024-06-13",7223.1,1361.33,81.15,69.45,39.01143268,-76.9413902,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",50.17235356,47.57523136,2.252415074,15.5,26.15,48.07,30.15,2.48
"0332-Vetch","BARC","2023-2024","SE14","32","2024-03-28","HairyVetch","2023-10-10","2024-06-13",7223.1,1361.33,81.15,69.45,39.01143268,-76.9413902,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",64.37156438,26.95032324,8.678112381,23.57,30.65,32.29,32.3,3.7712
"0332-CC","BARC","2023-2024","SE14","32","2024-03-28","CrimsonClover","2023-10-10","2024-06-13",7223.1,1361.33,81.15,69.45,39.01143268,-76.9413902,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.7154055,31.32348731,7.96110719,19.67,31.58,35,32.09,3.1472
"0333-Rye","BARC","2023-2024","SE14","33","2024-03-28","CerealRye","2023-10-10","2024-06-13",12213.47,1713.04,85.97,90.78,39.01142901,-76.94113869,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",51.73445315,46.14442123,2.121125623,18.33,23.7,46.27,28.55,2.9328
"0333-Vetch","BARC","2023-2024","SE14","33","2024-03-28","HairyVetch","2023-10-10","2024-06-13",12213.47,1713.04,85.97,90.78,39.01142901,-76.94113869,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.07422986,25.76430861,8.161461536,25.35,28.85,31.33,32.54,4.056
"0333-CC","BARC","2023-2024","SE14","33","2024-03-28","CrimsonClover","2023-10-10","2024-06-13",12213.47,1713.04,85.97,90.78,39.01142901,-76.94113869,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.05938462,28.84909467,8.09152071,21.3,30.14,31.95,30.66,3.408
"0334-Rye","BARC","2023-2024","SE14","34","2024-03-28","CerealRye","2023-10-10","2024-06-13",8565.18,1378.83,83.9,87.05,39.01116907,-76.94116108,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",49.96943582,48.04083528,1.989728899,16.11,23.73,48.88,29.92,2.5776
"0334-Vetch","BARC","2023-2024","SE14","34","2024-03-28","HairyVetch","2023-10-10","2024-06-13",8565.18,1378.83,83.9,87.05,39.01116907,-76.94116108,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",67.41570513,23.6712478,8.913047076,23.36,29.39,30.19,36.41,3.7376
"0334-CC","BARC","2023-2024","SE14","34","2024-03-28","CrimsonClover","2023-10-10","2024-06-13",8565.18,1378.83,83.9,87.05,39.01116907,-76.94116108,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.5003051,31.92228243,7.577412475,19.82,31.06,35.55,32.1,3.1712
"0335-Rye","BARC","2023-2024","SE14","35","2024-03-28","CerealRye","2023-10-10","2024-06-13",4169.73,997.38,76.08,55.75,39.01116522,-76.9414595,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",50.26791781,47.05169227,2.680389924,15.25,26.06,48.06,30.52,2.44
"0335-Vetch","BARC","2023-2024","SE14","35","2024-03-28","HairyVetch","2023-10-10","2024-06-13",4169.73,997.38,76.08,55.75,39.01116522,-76.9414595,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.50988355,33.48053877,10.00957767,18.26,35.63,38.93,29.3,2.9216
"0335-CC","BARC","2023-2024","SE14","35","2024-03-28","CrimsonClover","2023-10-10","2024-06-13",4169.73,997.38,76.08,55.75,39.01116522,-76.9414595,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.34861631,26.83166241,7.819721279,20.68,27.23,32.18,37.48,3.3088
"0336","BARC","2023-2024","137","36","2024-03-29","CerealRye","2023-10-10","2024-04-30",8283.46,1879.27,77.31,61.06,39.02265862,-76.89955834,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",53.04046504,44.5463376,2.413197367,13.6,23.52,46.32,36.05,2.176
"0337","BARC","2023-2024","137","37","2024-03-29","CerealRye","2023-10-10","2024-04-30",7326.33,1718.29,76.55,58.78,39.02212894,-76.89948229,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",53.41945224,43.9045408,2.676006962,13.41,24.36,45.81,36.42,2.1456
"0338","BARC","2023-2024","137","38","2024-03-29","CerealRye","2023-10-10","2024-04-30",6125.98,1445.32,76.41,67.7,39.0226781,-76.89878822,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",53.46480041,44.33254246,2.202657131,14.92,23.59,46.2,35.57,2.3872
"0339","BARC","2023-2024","137","39","2024-03-29","CerealRye","2023-10-10","2024-04-30",4554.68,1130.36,75.18,41.85,39.02235789,-76.89846749,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.98379615,44.47741718,2.538786674,13.03,23.93,47.2,37.5,2.0848
"0340","BARC","2023-2024","137","40","2024-03-29","CerealRye","2023-10-10","2024-04-30",3214.35,810.15,74.8,42.09,39.02290292,-76.89850564,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.01110709,45.80143123,2.187461681,13.07,23.81,47.94,36.29,2.0912
"0341","BARC","2023-2024","268B","41","2024-03-29","Triticale","2023-10-10","2024-04-22",10503.94,2236.22,78.71,92.16,39.02627205,-76.87602101,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",55.15550473,42.94828102,1.89621425,17.07,21.47,44.87,35.72,2.7312
"0342","BARC","2023-2024","268B","42","2024-03-29","Triticale","2023-10-10","2024-04-22",10033.25,2159.23,78.48,92.92,39.02598198,-76.87570197,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",55.74890255,42.46436848,1.786728969,17.17,21.98,43.67,35.14,2.7472
"0343","BARC","2023-2024","268B","43","2024-03-29","Triticale","2023-10-10","2024-04-22",16148.73,3154.86,80.46,92.93,39.02628653,-76.87530431,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.27380471,45.68184083,2.044354456,17.46,22.85,47.5,32.09,2.7936
"0344","BARC","2023-2024","268B","44","2024-03-29","Triticale","2023-10-10","2024-04-22",19319.34,3713.04,80.78,94.43,39.02599957,-76.8749832,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",49.67201483,48.26932679,2.058658383,15.33,24.83,50.41,31.98,2.4528
"0345","BARC","2023-2024","268B","45","2024-03-29","Triticale","2023-10-10","2024-04-22",11251.09,2524.93,77.56,88.35,39.02629086,-76.87463366,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",53.18156573,44.80689575,2.011538529,15.79,24.55,46.67,34.92,2.5264
"0346","BARC","2023-2024","232A","46","2024-03-29","Wheat","2023-10-10","2024-06-21",4460.19,1102.36,75.28,80.98,39.03122113,-76.88584067,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.54145356,40.44478073,2.013765708,14.09,22.78,41.75,39.95,2.2544
"0347","BARC","2023-2024","232A","47","2024-03-29","Wheat","2023-10-10","2024-06-21",2068.24,542.43,73.77,55.97,39.0309767,-76.88653079,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.38872781,37.55522027,2.056051917,19.34,20.93,38.39,36.46,3.0944
"0348","BARC","2023-2024","232A","48","2024-03-29","Wheat","2023-10-10","2024-06-21",2747.16,829.4,69.81,43.88,39.03150202,-76.8869166,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",62.42630835,35.44977816,2.123913493,15.92,21.95,37.03,43.13,2.5472
"0349","BARC","2023-2024","232A","49","2024-03-29","Wheat","2023-10-10","2024-06-21",2449.69,664.92,72.86,59.86,39.03119994,-76.88723749,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.10248719,37.48118623,2.416326577,15.65,22.88,39.1,40.53,2.504
"0350","BARC","2023-2024","232A","50","2024-03-29","Wheat","2023-10-10","2024-06-21",3737.53,999.13,73.27,68.21,39.03149955,-76.88763241,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",59.66583956,38.35027968,1.983880754,15.02,22.2,39.8,41.25,2.4032
"E0226-CC","EMIT","2023-2024","SD5","26","2024-02-16","CrimsonClover","2023-10-08","2024-04-25",NA,NA,63.87362637,4.757142857,39.01379402,-76.9447015,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.75525362,27.55990984,8.684836546,18.8,27.49,33.56,37.28,3.008
"E0227-CC","EMIT","2023-2024","SD5","27","2024-02-16","CrimsonClover","2023-10-08","2024-04-25",NA,NA,61.89376443,7.095714286,39.01346148,-76.94498231,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",61.08149164,29.77020016,9.1483082,17.69,28.57,35.8,35.4,2.8304
"E0228-CC","EMIT","2023-2024","SD5","28","2024-02-16","CrimsonClover","2023-10-08","2024-04-25",NA,NA,70.39735099,17.21571429,39.01379813,-76.94537949,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",62.12388245,29.33223327,8.543884279,18.04,29.02,34.65,36.14,2.8864
"E0229-CC","EMIT","2023-2024","SD5","29","2024-02-16","CrimsonClover","2023-10-08","2024-04-25",NA,NA,69.38174681,24.11,39.01345026,-76.94565455,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.16510071,26.22835813,8.606541159,20.04,26.8,31.54,36.04,3.2064
"E0230-CC","EMIT","2023-2024","SD5","30","2024-02-16","CrimsonClover","2023-10-08","2024-04-25",NA,NA,69.53713671,39.65428571,39.01319446,-76.94604385,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.67767195,27.81478069,8.507547364,19.38,27.65,33.09,35.8,3.1008
"E0236","EMIT","2023-2024","137","36","2024-02-16","CerealRye","2023-09-29","2024-04-30",NA,NA,65.27719883,52.32875,39.02141866,-76.89964304,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.20219614,36.93054574,2.867258117,12.27,22.29,38.9,43.61,1.9632
"E0237","EMIT","2023-2024","137","37","2024-02-16","CerealRye","2023-09-29","2024-04-30",NA,NA,67.07865169,54.72,39.02211312,-76.89946197,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",59.77706586,37.66043597,2.562498179,17,21.44,38.5,37.01,2.72
"E0238","EMIT","2023-2024","137","38","2024-02-16","CerealRye","2023-09-29","2024-04-30",NA,NA,65.05007907,49.8375,39.02241779,-76.89780447,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",61.27029376,35.66675834,3.062947894,12.05,22.08,37.77,44.6,1.928
"E0239","EMIT","2023-2024","137","39","2024-02-16","CerealRye","2023-09-29","2024-04-30",NA,NA,61.41199226,41.63571429,39.02235407,-76.898475,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",61.62195626,35.04890886,3.329134875,11.11,22.67,37.47,46.1,1.7776
"E0240","EMIT","2023-2024","137","40","2024-02-16","CerealRye","2023-09-29","2024-04-30",NA,NA,67.63305928,52.37714286,39.02267013,-76.89712669,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.13529277,39.9771223,2.887584935,11.48,24.72,41.26,40.26,1.8368
"E0241","EMIT","2023-2024","268B","41","2024-02-16","Triticale","2023-10-02","2024-04-22",NA,NA,70.31437485,75.53,39.02606999,-76.87658957,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.26266912,40.93171803,2.805612844,12.21,25.15,41.79,38.48,1.9536
"E0242","EMIT","2023-2024","268B","42","2024-02-16","Triticale","2023-10-02","2024-04-22",NA,NA,71.18412047,70.16142857,39.02603381,-76.87609835,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.12869152,41.12498068,2.746327792,13.7,24.4,42.46,37.56,2.192
"E0243","EMIT","2023-2024","268B","43","2024-02-16","Triticale","2023-10-02","2024-04-22",NA,NA,68.61738535,60.19875,39.02604759,-76.87556074,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",55.99434762,40.56458366,3.441068718,10.18,27.25,42.18,40.48,1.6288
"E0244","EMIT","2023-2024","268B","44","2024-02-16","Triticale","2023-10-02","2024-04-22",NA,NA,68.88607595,72.33857143,39.02605164,-76.87501433,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.75279266,40.53501376,2.712193581,12.29,23.97,42.04,39.96,1.9664
"E0245","EMIT","2023-2024","268B","45","2024-02-16","Triticale","2023-10-02","2024-04-22",NA,NA,70.83456208,65.64142857,39.02604454,-76.8744696,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.55223427,39.91497274,2.532792993,13.75,23.82,40.94,38.75,2.2
"E0246","EMIT","2023-2024","232A","46","2024-02-16","Wheat","2023-10-13","2024-06-21",NA,NA,59.48387097,25.32142857,39.03096814,-76.88594454,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",58.94524548,37.28198714,3.772767383,12.88,25,39.67,41.18,2.0608
"E0247","EMIT","2023-2024","232A","47","2024-02-16","Wheat","2023-10-13","2024-06-21",NA,NA,63.48547718,20.63571429,39.03097672,-76.88653074,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",61.92780526,35.34755385,2.724640893,19.51,21.36,36.58,37.04,3.1216
"E0248","EMIT","2023-2024","232A","48","2024-02-16","Wheat","2023-10-13","2024-06-21",NA,NA,54.33070866,16.9675,39.03149774,-76.88692979,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",59.74287398,36.26741177,3.989714252,14.53,24.47,38.73,40.22,2.3248
"E0249","EMIT","2023-2024","232A","49","2024-02-16","Wheat","2023-10-13","2024-06-21",NA,NA,60.57471264,24.87285714,39.03092131,-76.88754038,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",59.20952202,36.95461077,3.835867203,14.4,24.28,39.22,39.55,2.304
"E0250","EMIT","2023-2024","232A","50","2024-02-16","Wheat","2023-10-13","2024-06-21",NA,NA,60.91370558,28.27,39.03149996,-76.88763307,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",54.64055134,41.26759907,4.091849591,16.49,25.77,43.19,32.57,2.6384
