"","Year","State","Site","Species","Cultivar","GS.Zadoks","Sampling.date","Block","YIELD.Mg.ha","CP","ADF","aNDF","NDFD48","RFQ.x","Account.","Sample.","Date_Processed","Sampled_By","Sampled_For","Description1","Product_Type","Test_Mode","Moisture","Dry_Matter","pH","AD.ICP","ND.ICP_w.oNa2SO3","ND.ICP_w.Na2SO3","SP.CP","aNDFom","Lignin","uNDFom48","uNDFom240","NDFD240","WSC.Sugar.","ESC.Sugar.","Starch","EE.Fat.","TFA.Fat.","Ash","Ca","P","Mg","K","S","Adj_CP","NFC","TDN_ADF","NEL3x_ADF","NEG_ADF","NEM_ADF","TDN_OARDC","NEL3x_OARDC","NEG_OARDC","NEM_OARDC","TDN_Milk2013","NEL3x_Milk2013","NEM_Milk2013","NEG_Milk2013","Milk.Ton_Milk2013","RFV","RFQ.y"
"162",2015,"NY","Musgrave","Cereal.rye","Spooner",55,"5/15/15","Blk1",5.301211904,13.09,36.88,61.89,61.99,141.1373437,7592,116060046589,"6/23/2016","Cornell University","MUSGRAVE 873","R2 Date4 Blk1",7,"N9",7.8,92.2,5.9,0.71,2.09,2.5,34.38,60.11,5.42,22.85,15.79,73.73,10.58,5.79,0.91,2.67,1.52,8.12,0.33,0.37,0.2,3.39,0.18,13.09,18.66,64.76,66.67,27.87,53.38,57.92,59.05,32.02,57.9,55.62,64.98,54.53,28.93,3005,90.49,106.1
"163",2015,"NY","Musgrave","Cereal.rye","Spooner",53,"5/15/15","Blk2",3.285704625,12.18,35.72,60.64,65,151.0563434,7592,116060046590,"6/23/2016","Cornell University","MUSGRAVE 874","R2 Date4 Blk2",7,"N9",8.41,91.59,5.67,0.55,1.95,2.27,34.81,58.89,5.06,20.61,14.81,74.85,12.43,6.14,2.31,2.84,1.65,8.32,0.32,0.35,0.2,3.19,0.16,12.18,20.23,65.12,67.07,28.06,53.58,58.91,60.15,33.01,58.99,57.48,66.06,56.83,31.04,3100,93.74,116.52
"164",2015,"NY","Musgrave","Cereal.rye","Spooner",55,"5/15/15","Blk3",3.905705865,11.93,36.88,63.17,63.23,143.4825767,7592,116060046591,"6/23/2016","Cornell University","MUSGRAVE 875","R2 Date4 Blk3",7,"N9",7.97,92.03,5.71,0.64,1.91,2.33,33.86,61.35,5.31,22.56,14.73,75.99,11.66,5.48,1.54,2.81,1.61,8.03,0.32,0.34,0.2,3.12,0.16,11.93,18.41,64.76,66.67,26.96,52.39,57.94,59.07,31.58,57.42,55.79,64.89,54.26,28.68,3010,88.62,106.94
"165",2015,"NY","Musgrave","Cereal.rye","Spooner",53,"5/15/15","Blk4",2.769875671,12.95,33.79,58.35,65.85,159.7034378,7592,116060046592,"6/23/2016","Cornell University","MUSGRAVE 876","R2 Date4 Blk4",7,"N9",8.22,91.78,5.94,0.63,2.07,2.4,33.13,56.67,4.76,19.35,13.35,76.44,12.89,5.44,2.21,2.84,1.76,8.04,0.33,0.36,0.21,3.25,0.18,12.95,21.98,65.73,67.74,29.21,54.83,60.4,61.81,35.26,61.46,59.29,67.82,59.79,33.74,3220,99.93,124.84
"166",2015,"NY","Musgrave","Cereal.rye","Aroostook",59,"5/15/15","Blk1",5.227737731,12.18,39.78,64.51,56.87,117.8762257,7592,116060046620,"6/23/2016","Cornell University","MUSGRAVE 905","R3 Date4 Blk1",7,"N9",7.85,92.15,5.78,0.85,1.95,2.48,33.09,62.69,6.34,27.04,17.11,72.71,9.35,4.27,0.46,2.67,1.51,9.22,0.38,0.35,0.22,3.07,0.18,12.18,15.88,63.88,65.68,26.53,51.92,54.45,55.18,26.91,52.33,50.84,61.26,47.02,21.99,2721,83.5,87.09
"167",2015,"NY","Musgrave","Cereal.rye","Aroostook",57,"5/15/15","Blk2",5.839183759,13.42,38.69,63.27,59.03,125.1597869,7592,116060046621,"6/23/2016","Cornell University","MUSGRAVE 906","R3 Date4 Blk2",7,"N9",7.78,92.22,5.85,0.93,2.15,2.67,33.68,61.77,6.14,25.31,16.9,72.64,8.65,4.72,0.21,2.82,1.62,8.97,0.42,0.35,0.23,3,0.2,13.42,15.89,64.21,66.05,27.43,52.89,55.4,56.24,28.71,54.29,52.77,62.69,50.48,25.2,2833,86.55,95.28
"168",2015,"NY","Musgrave","Cereal.rye","Aroostook",59,"5/15/15","Blk3",4.38328799,11.69,39,64.09,57.41,122.8351736,7592,116060046622,"6/23/2016","Cornell University","MUSGRAVE 907","R3 Date4 Blk3",7,"N9",7.92,92.08,5.7,0.85,1.87,2.43,32.93,61.84,6.35,26.34,16.85,72.75,10.1,5.28,0.97,2.85,1.63,8.83,0.39,0.32,0.23,2.8,0.18,11.69,17.44,64.11,65.94,26.53,51.92,55.2,56.02,27.7,53.19,52.07,62.52,48.64,23.5,2808,84.83,90.08
"169",2015,"NY","Musgrave","Cereal.rye","Aroostook",57,"5/15/15","Blk4",2.361741738,11.55,36.75,61.72,61.23,138.5610516,7592,116060046623,"6/23/2016","Cornell University","MUSGRAVE 908","R3 Date4 Blk4",7,"N9",7.97,92.03,5.69,0.78,1.85,2.43,31.34,60.49,5.72,23.45,15.05,75.12,12.05,6.66,1.96,2.89,1.78,8.56,0.38,0.32,0.23,2.81,0.17,11.55,19.05,64.81,66.72,27.41,52.88,57.09,58.12,30.23,55.94,55.01,64.56,52.95,27.48,2972,90.64,104.81
"170",2015,"NY","Musgrave","Cereal.rye","LakeviewVNS",53,"5/15/15","Blk1",4.165884957,13.78,35.54,61.37,65.47,146.5522802,7592,116060046652,"6/23/2016","Cornell University","MUSGRAVE 937","R4 Date4 Blk1",7,"N9",8.05,91.95,5.99,0.76,2.2,2.66,34.91,60.39,4.95,20.85,12.63,79.09,9.95,3.94,0.91,2.86,1.58,9.02,0.37,0.37,0.23,3.26,0.19,13.78,16.89,65.18,67.13,28.31,53.85,57.79,58.9,32.13,58.02,56.35,64.49,55.9,30.18,3002,93,114.75
"171",2015,"NY","Musgrave","Cereal.rye","LakeviewVNS",57,"5/15/15","Blk2",3.878027239,11.94,35.43,61.59,62.52,142.5978681,7592,116060046653,"6/23/2016","Cornell University","MUSGRAVE 938","R4 Date4 Blk2",7,"N9",7.59,92.41,5.79,0.73,1.91,2.44,34.25,59.82,4.92,22.42,13.23,77.88,11.88,4.86,1.65,2.99,1.75,8.7,0.34,0.34,0.21,3.11,0.18,11.94,19.23,65.21,67.17,27.59,53.07,58.46,59.65,32.23,58.13,55.75,64.89,54.2,28.63,3004,92.66,107.89
"172",2015,"NY","Musgrave","Cereal.rye","LakeviewVNS",59,"5/15/15","Blk3",4.026485328,14.72,33.85,58.49,66.64,157.0468385,7592,116060046654,"6/23/2016","Cornell University","MUSGRAVE 939","R4 Date4 Blk3",7,"N9",8.01,91.99,6.08,0.71,2.36,2.7,35.87,56.81,4.85,18.95,12.84,77.4,10.86,6.37,1.53,2.83,1.69,8.4,0.39,0.38,0.23,3.22,0.2,14.72,20.08,65.71,67.72,29.74,55.41,59.81,61.15,35.21,61.4,59.18,67.34,60.42,34.31,3195,99.37,125.31
"173",2015,"NY","Musgrave","Cereal.rye","LakeviewVNS",57,"5/15/15","Blk4",2.249517487,12.76,32.66,57.42,68.62,169.3018106,7592,116060046655,"6/23/2016","Cornell University","MUSGRAVE 940","R4 Date4 Blk4",7,"N9",8.36,91.64,5.91,0.54,2.04,2.34,33.93,55.77,4.22,17.5,12.37,77.82,13.94,4.95,2.52,2.89,1.82,7.93,0.33,0.35,0.22,3.21,0.17,12.76,23.06,66.07,68.12,29.52,55.17,61.81,63.38,37.04,63.43,61.05,68.98,62.23,35.95,3316,102.82,134.69
"174",2015,"NY","Musgrave","Triticale","TriCal815",39,"5/15/15","Blk1",2.667213128,14.1,29.6,51.64,70.89,182.3177943,7592,116060046680,"6/23/2016","Cornell University","MUSGRAVE 969","T1 Date4 Blk1",7,"N9",8.25,91.75,6.14,0.55,2.26,2.33,35.67,50.16,3.57,14.6,9.35,81.36,14.1,6,3.68,2.66,1.67,8.26,0.34,0.38,0.21,3.39,0.18,14.1,27.14,67.02,69.18,32.24,58.14,64.01,65.83,40.37,67.13,63.74,71.17,66.6,39.9,3474,118.41,155.62
"175",2015,"NY","Musgrave","Triticale","TriCal815",39,"5/15/15","Blk2",3.057230142,12.29,30.25,51.37,70.32,178.1751585,7592,116060046681,"6/23/2016","Cornell University","MUSGRAVE 970","T1 Date4 Blk2",7,"N9",8.5,91.5,5.97,0.58,1.97,2.09,34.01,49.9,3.74,14.81,12.29,75.37,13.13,6.13,4.4,2.88,1.81,8.62,0.35,0.35,0.21,3.17,0.17,12.29,28.47,66.81,68.95,31.76,57.62,63.47,65.23,38.93,65.53,63.44,70.96,65.39,38.81,3456,118.52,154.8
"176",2015,"NY","Musgrave","Triticale","TriCal815",39,"5/15/15","Blk3",3.337539144,12.4,30.62,52.56,70.78,185.3280024,7592,116060046682,"6/23/2016","Cornell University","MUSGRAVE 971","T1 Date4 Blk3",7,"N9",8.34,91.66,5.96,0.51,1.98,2.09,33.79,51.06,3.9,14.92,10.69,79.06,15.69,7.98,3.88,2.76,1.74,7.36,0.32,0.34,0.19,3.09,0.16,12.4,28.53,66.7,68.83,31.31,57.13,64.11,65.94,39.81,66.5,64.29,72.06,66.62,39.92,3531,114.97,154.84
"177",2015,"NY","Musgrave","Triticale","TriCal815",37,"5/15/15","Blk4",2.128738025,12.64,29.13,50.31,73.01,192.2670957,7592,116060046683,"6/23/2016","Cornell University","MUSGRAVE 972","T1 Date4 Blk4",7,"N9",8.6,91.4,5.99,0.47,2.02,2.02,34.81,48.87,3.85,13.19,9.8,79.95,16.36,6.07,4.74,2.7,1.76,7.67,0.33,0.34,0.21,3.14,0.16,12.64,30.08,67.16,69.34,32.29,58.2,64.56,66.44,40.5,67.27,65.7,72.97,68.71,41.79,3606,122.67,167.23
"178",2015,"NY","Musgrave","Triticale","TriCal718",37,"5/15/15","Blk1",2.334566359,14.99,29.32,50.4,71.28,179.3857791,7592,116060046710,"6/23/2016","Cornell University","MUSGRAVE 1001","T2 Date4 Blk1",7,"N9",8.56,91.44,6.21,0.55,2.4,2.47,34.82,48.96,3.63,14.06,10.79,77.96,13.14,6.21,3.97,2.9,1.88,9.06,0.38,0.39,0.23,3.37,0.2,14.99,26.58,67.1,69.27,33.04,59.02,63.77,65.56,40.46,67.22,63.86,71.06,67.16,40.4,3470,121.88,159.58
"179",2015,"NY","Musgrave","Triticale","TriCal718",37,"5/15/15","Blk2",1.284288284,15.06,27.81,48.64,74.35,193.0265242,7592,116060046711,"6/23/2016","Cornell University","MUSGRAVE 1002","T2 Date4 Blk2",7,"N9",8.81,91.19,6.19,0.57,2.41,2.43,34.06,47.25,3.52,12.12,8.4,82.22,14.41,6.48,4.92,2.95,1.98,8.47,0.38,0.38,0.24,3.26,0.2,15.06,28.67,67.57,69.79,33.76,59.81,65.1,67.04,42.15,69.11,66.34,73.22,70.64,43.52,3631,128.75,175.46
"180",2015,"NY","Musgrave","Triticale","TriCal718",37,"5/15/15","Blk3",1.830815351,14.22,30.23,51.94,69.93,176.322718,7592,116060046712,"6/23/2016","Cornell University","MUSGRAVE 1003","T2 Date4 Blk3",7,"N9",8.35,91.65,6.11,0.55,2.28,2.37,34.25,50.45,3.72,15.17,11.99,76.23,13.57,6.07,3.65,2.76,1.77,8.75,0.36,0.38,0.21,3.31,0.19,14.22,26.18,66.82,68.96,32.16,58.06,63.32,65.06,39.57,66.23,62.9,70.4,65.48,38.89,3417,117.02,151.35
"181",2015,"NY","Musgrave","Triticale","TriCal718",37,"5/15/15","Blk4",1.25359017,14.76,27.41,47.96,74.65,199.0143979,7592,116060046713,"6/23/2016","Cornell University","MUSGRAVE 1004","T2 Date4 Blk4",7,"N9",8.69,91.31,6.18,0.47,2.36,2.27,34.76,46.59,3.64,11.81,9.21,80.23,13.22,6.49,5.07,2.9,2.02,7.84,0.37,0.36,0.23,3.16,0.19,14.76,30.06,67.69,69.93,33.93,60,65.82,67.85,42.96,70.02,67.32,74.41,71.87,44.61,3710,130.91,180.72
"182",2015,"NY","Musgrave","Triticale","NE426GT",41,"5/15/15","Blk1",3.939423465,13.14,33,58.02,67.12,163.3200789,7592,116060046740,"6/23/2016","Cornell University","MUSGRAVE 1033","T3 Date4 Blk1",7,"N9",8.25,91.75,5.99,0.45,2.1,2.22,35.24,56.35,4.14,18.53,13.1,76.75,12.88,6.97,2.57,2.5,1.54,8.15,0.3,0.36,0.19,3.28,0.17,13.14,22.04,65.97,68.01,29.4,55.04,61.31,62.82,36.58,62.92,59.53,67.62,60.2,34.11,3217,101.4,127.71
"183",2015,"NY","Musgrave","Triticale","NE426GT",39,"5/15/15","Blk2",3.051694417,13.82,29.3,50.88,69.01,178.4840326,7592,116060046741,"6/23/2016","Cornell University","MUSGRAVE 1034","T3 Date4 Blk2",7,"N9",8.18,91.82,6.18,0.54,2.21,2.18,34.8,49.43,3.81,15.32,11.73,76.27,12.65,5.72,3.91,2.57,1.77,8.39,0.34,0.36,0.21,3.28,0.19,13.82,27.77,67.11,69.28,32.45,58.38,63.76,65.55,39.96,66.67,63.27,71.14,65.82,39.2,3458,120.89,153.41
"184",2015,"NY","Musgrave","Triticale","NE426GT",41,"5/15/15","Blk3",2.92286299,14.61,29.97,52.81,70.08,181.3151718,7592,116060046742,"6/23/2016","Cornell University","MUSGRAVE 1035","T3 Date4 Blk3",7,"N9",8.51,91.49,6.12,0.42,2.34,2.23,36.28,51.3,3.74,15.35,12.85,74.95,13.63,7.71,3.68,2.42,1.62,7.74,0.32,0.37,0.2,3.35,0.18,14.61,25.96,66.9,69.05,31.95,57.82,63.98,65.8,40.61,67.39,63.34,71.04,66.25,39.59,3460,115.35,150.93
"185",2015,"NY","Musgrave","Triticale","NE426GT",37,"5/15/15","Blk4",2.069354789,12.57,28.25,48.77,72.65,195.2293269,7592,116060046743,"6/23/2016","Cornell University","MUSGRAVE 1036","T3 Date4 Blk4",7,"N9",8.49,91.51,6.11,0.47,2.01,1.88,33.57,47.38,3.89,12.96,10.21,78.45,16.75,7.97,5.04,2.54,1.86,7.36,0.33,0.33,0.21,3,0.17,12.57,31.71,67.43,69.64,32.89,58.86,65.3,67.27,41.41,68.28,66.53,74.11,69.82,42.79,3677,127.56,172.77
"186",2015,"NY","Musgrave","Triticale","TriMark099",39,"5/15/15","Blk1",3.528773293,13.07,30.28,53,70.71,182.1907239,7592,116060046772,"6/23/2016","Cornell University","MUSGRAVE 1065","T4 Date4 Blk1",7,"N9",8.57,91.43,5.94,0.44,2.09,2.11,37.03,51.48,3.76,15.08,12.15,76.4,15.37,7.53,3.4,2.77,1.73,7.86,0.33,0.35,0.21,3.17,0.17,13.07,26.97,66.8,68.94,31.37,57.19,63.82,65.62,39.76,66.45,63.56,71.14,65.9,39.27,3471,114.42,152.22
"187",2015,"NY","Musgrave","Triticale","TriMark099",39,"5/15/15","Blk2",2.556498621,14.69,28.14,49.67,73.66,190.0505537,7592,116060046773,"6/23/2016","Cornell University","MUSGRAVE 1066","T4 Date4 Blk2",7,"N9",8.44,91.56,6.21,0.54,2.35,2.4,35.33,48.25,3.44,12.71,8.36,82.67,14.74,6.05,3.82,2.84,1.89,8.52,0.36,0.38,0.22,3.47,0.19,14.69,28.05,67.47,69.68,33.23,59.23,64.82,66.73,41.65,68.55,65.56,72.48,69.39,42.4,3579,125.65,169.63
"188",2015,"NY","Musgrave","Triticale","TriMark099",41,"5/15/15","Blk3",2.950541617,13.89,30.08,52.47,70.47,177.6373356,7592,116060046774,"6/23/2016","Cornell University","MUSGRAVE 1067","T4 Date4 Blk3",7,"N9",8.29,91.71,6.15,0.55,2.22,2.36,35.13,50.97,3.73,15.05,11.61,77.22,14.25,5.8,3.26,2.64,1.69,8.67,0.35,0.38,0.21,3.42,0.18,13.89,26.14,66.87,69.01,31.86,57.72,63.13,64.85,39.18,65.8,62.89,70.25,65.31,38.74,3412,116.22,151.62
"189",2015,"NY","Musgrave","Triticale","TriMark099",39,"5/15/15","Blk4",1.514775758,13.87,27.81,48.86,74.72,195.8242938,7592,116060046775,"6/23/2016","Cornell University","MUSGRAVE 1068","T4 Date4 Blk4",7,"N9",8.63,91.37,6.15,0.5,2.22,2.23,34.68,47.47,3.64,12,9.6,79.78,16.03,8.11,4.78,2.77,1.91,8.2,0.37,0.34,0.24,3,0.18,13.87,29.78,67.57,69.79,33.28,59.29,65.02,66.95,41.58,68.48,66.56,73.43,70.43,43.33,3647,128.23,176.21
"190",2015,"NY","Musgrave","Barley","Verdant",45,"5/19/15","Blk2",2.069858037,14.25,33.83,56.76,73.77,174.0542087,7592,116060046442,"6/22/2016","Cornell University","MUSGRAVE 718","B1 Date5 Blk2",7,"N9",8.95,91.05,5.61,0.55,2.28,1.78,56.63,55.13,3.6,14.46,10.16,81.57,10.89,6.62,1.15,2.51,0.88,8.99,0.37,0.41,0.18,3.62,0.18,14.25,21.53,65.71,67.72,30.27,55.99,60.75,62.2,36.25,62.55,61.06,66.94,62.82,36.49,3222,102.31,144.78
"191",2015,"NY","Musgrave","Barley","Verdant",45,"5/19/15","Blk3",3.406484087,15.91,34.95,55.34,74.35,154.8986568,7592,116060046443,"6/22/2016","Cornell University","MUSGRAVE 719","B1 Date5 Blk3",7,"N9",9.03,90.97,5.68,0.85,2.55,1.94,62.73,52.43,3.87,13.45,8,84.74,9.06,6.69,1.03,2.31,0.32,11.72,0.47,0.46,0.21,4.08,0.2,15.91,20.56,65.37,67.34,31.38,57.2,57.43,58.5,32.45,58.37,58.97,63.69,60.53,34.41,3016,103.74,143.23
"192",2015,"NY","Musgrave","Barley","Verdant",41,"5/19/15","Blk4",2.645573474,12.63,33.78,56.12,72.54,168.4684347,7592,116060046444,"6/22/2016","Cornell University","MUSGRAVE 720","B1 Date5 Blk4",7,"N9",8.69,91.31,5.46,0.59,2.02,1.52,61.05,54.51,3.47,14.97,9.29,82.96,11.98,6.31,1.14,2.53,0.81,9.85,0.36,0.39,0.18,3.64,0.17,12.63,22.72,65.73,67.74,29.98,55.67,60.08,61.45,34.66,60.8,59.83,65.74,60.34,34.25,3136,103.83,141.22
"193",2015,"NY","Musgrave","Barley","Valor",60,"5/19/15","Blk2",3.021499551,13.98,38.13,63.84,60.45,122.2901938,7592,116060046471,"6/22/2016","Cornell University","MUSGRAVE 750","B2 Date5 Blk2",7,"N9",8.34,91.66,5.8,0.75,2.24,2.16,49.07,60.38,5.28,23.88,13.52,77.61,8.24,4.11,0.58,1.83,0.73,10.15,0.38,0.37,0.22,3.15,0.19,13.98,15.92,64.38,66.24,27.4,52.87,54.99,55.78,28.44,54,51.62,60.36,48.96,23.79,2694,86.28,93.29
"194",2015,"NY","Musgrave","Barley","Valor",60,"5/19/15","Blk3",3.67773463,14.69,36.87,61.94,65.21,136.6963218,7592,116060046472,"6/22/2016","Cornell University","MUSGRAVE 751","B2 Date5 Blk3",7,"N9",8.75,91.25,5.7,0.64,2.35,2.06,51.33,58.76,4.95,20.44,12.9,78.05,9.22,3.39,0.8,1.98,0.74,9.85,0.38,0.39,0.21,3.23,0.18,14.69,17.02,64.77,66.68,28.39,53.94,56.41,57.37,30.71,56.47,54.82,62.39,54.01,28.46,2864,90.5,108.91
"195",2015,"NY","Musgrave","Barley","Valor",60,"5/19/15","Blk4",1.353736474,15.7,32.32,57.31,71.11,163.0507811,7592,116060046473,"6/22/2016","Cornell University","MUSGRAVE 752","B2 Date5 Blk4",7,"N9",8.31,91.69,5.87,0.89,2.51,2.64,45.67,55.66,4.72,16.08,11.29,79.72,10.07,6.34,1.95,2.03,1.07,9.49,0.43,0.34,0.24,3.01,0.21,15.7,19.72,66.17,68.24,30.53,56.27,58.33,59.5,33.58,59.62,59.72,66.16,61.56,35.35,3153,103.24,136.28
"196",2015,"NY","Musgrave","Barley","P919",60,"5/19/15","Blk1",3.150330978,12.07,38.14,62.97,63.26,134.1191201,7592,116060046501,"6/22/2016","Cornell University","MUSGRAVE 781","B3 Date5 Blk1",7,"N9",8.74,91.26,5.46,0.64,1.93,1.74,52.78,60.31,4.89,22.16,13.47,77.67,10.39,5.16,1.35,1.88,0.66,9.67,0.34,0.36,0.19,3.14,0.15,12.07,18.03,64.38,66.24,27.1,52.54,56.01,56.92,29,54.6,53.26,61.4,50.51,25.23,2785,87.64,102.48
"197",2015,"NY","Musgrave","Barley","P919",60,"5/19/15","Blk2",3.342068374,11.09,35.8,61.83,65.46,152.5610026,7592,116060046502,"6/22/2016","Cornell University","MUSGRAVE 782","B3 Date5 Blk2",7,"N9",8.45,91.55,5.54,0.46,1.77,1.64,47.16,60.05,4.42,20.74,14.09,76.54,13.38,6.2,1.85,2.18,1.09,7.81,0.29,0.33,0.17,2.93,0.14,11.09,20.6,65.1,67.04,27.22,52.67,59.37,60.66,33.14,59.13,56.77,65.15,55.25,29.6,3044,91.75,114.17
"198",2015,"NY","Musgrave","Barley","P919",60,"5/19/15","Blk3",3.71598146,12.54,37.93,62.88,63.45,137.6367792,7592,116060046503,"6/22/2016","Cornell University","MUSGRAVE 783","B3 Date5 Blk3",7,"N9",8.76,91.24,5.59,0.49,2.01,1.7,50.8,60.55,4.89,22.13,14.25,76.47,10.58,5.43,0.95,1.89,0.76,9.02,0.34,0.36,0.19,3.14,0.16,12.54,17.83,64.44,66.31,27.29,52.74,56.86,57.87,30.43,56.17,53.96,62.3,51.76,26.38,2845,87.87,103.98
"199",2015,"NY","Musgrave","Barley","P919",55,"5/19/15","Blk4",1.482064653,12.66,33.03,58.08,71.1,177.9921715,7592,116060046504,"6/22/2016","Cornell University","MUSGRAVE 784","B3 Date5 Blk4",7,"N9",8.76,91.24,5.61,0.41,2.03,1.77,47.63,56.41,3.9,16.3,13.37,76.3,13.76,7.91,2.71,2.24,1.18,7.3,0.3,0.34,0.17,2.99,0.15,12.66,23.22,65.96,68,29.22,54.85,62.02,63.61,37.28,63.69,61.49,68.7,62.75,36.43,3316,101.37,138.67
"200",2015,"NY","Musgrave","Barley","Thoroughbred",57,"5/19/15","Blk2",2.739177558,13.9,37.28,63.47,64.38,137.4553453,7592,116060046533,"6/23/2016","Cornell University","MUSGRAVE 814","B4 Date5 Blk2",7,"N9",9.19,90.81,5.56,0.48,2.22,1.93,50.36,60.33,4.64,21.49,12.78,78.82,7.82,3.61,2,2.25,0.95,9.14,0.31,0.39,0.2,3.01,0.18,13.9,16.61,64.65,66.54,27.51,52.98,57.56,58.65,31.97,57.85,54.65,62.76,53.42,27.91,2882,87.7,105.32
"201",2015,"NY","Musgrave","Barley","Thoroughbred",53,"5/19/15","Blk3",2.07589701,16.22,33.9,59.68,69.31,152.8576107,7592,116060046534,"6/23/2016","Cornell University","MUSGRAVE 815","B4 Date5 Blk3",7,"N9",8.97,91.03,5.71,0.51,2.6,2.1,52.53,56.41,4.05,17.31,11.13,80.27,8.84,4.05,1.32,2.34,0.95,9.35,0.34,0.4,0.21,3.34,0.21,16.22,18.17,65.69,67.7,29.77,55.45,59.52,60.83,35.52,61.75,58.37,65.19,59.86,33.81,3077,97.37,125.66
"202",2015,"NY","Musgrave","Barley","Thoroughbred",55,"5/19/15","Blk4",2.589209725,13.49,35.07,62.03,64.79,145.9942558,7592,116060046535,"6/23/2016","Cornell University","MUSGRAVE 816","B4 Date5 Blk4",7,"N9",8.25,91.75,5.68,0.57,2.16,2.03,48.04,60.43,4.18,21.28,14.04,76.77,9.38,4.24,2.26,2.11,0.91,8.88,0.29,0.35,0.18,2.99,0.18,13.49,17.32,65.33,67.3,27.95,53.46,58.44,59.63,32.91,58.87,55.07,63.15,53.84,28.3,2910,92.13,110.05
"203",2015,"NY","Musgrave","Cereal.rye","Huron",57,"5/19/15","Blk1",4.253450068,12.11,42.08,69.78,59.96,113.4214147,7592,116060046563,"6/23/2016","Cornell University","MUSGRAVE 845","R1 Date5 Blk1",7,"N9",8.4,91.6,5.22,0.56,1.94,1.74,55.57,66.43,5.57,26.6,14.95,77.5,7.26,2.05,0.72,2.45,0.84,9.06,0.26,0.36,0.19,3.3,0.16,12.11,12.3,63.16,64.88,24.42,49.64,54.04,54.73,26.41,51.79,49.48,58.83,44.87,19.99,2592,74.83,83.26
"204",2015,"NY","Musgrave","Cereal.rye","Huron",57,"5/19/15","Blk2",5.628826196,12.47,41.93,68.79,59.71,113.3588946,7592,116060046564,"6/23/2016","Cornell University","MUSGRAVE 846","R1 Date5 Blk2",7,"N9",8.3,91.7,5.31,0.73,2,1.92,55.49,65.13,5.59,26.24,14.73,77.38,6.04,1.17,0.63,2.82,0.89,9.18,0.31,0.37,0.21,3.16,0.17,12.47,13.25,63.21,64.94,24.95,50.21,54.19,54.89,26.7,52.1,50.01,59.4,45.85,20.9,2626,75.86,84.49
"205",2015,"NY","Musgrave","Cereal.rye","Huron",57,"5/19/15","Blk3",4.517655142,12.96,41.58,68.54,60.5,115.1062517,7592,116060046565,"6/23/2016","Cornell University","MUSGRAVE 847","R1 Date5 Blk3",7,"N9",8.45,91.55,5.29,0.62,2.07,1.72,58.41,64.88,5.45,25.63,14.44,77.74,6.89,1.09,0.89,2.54,0.76,9.19,0.28,0.38,0.19,3.3,0.16,12.96,12.93,63.32,65.06,25.21,50.49,54.4,55.13,27.25,52.7,50.25,59.35,46.43,21.44,2630,76.66,85.93
"206",2015,"NY","Musgrave","Cereal.rye","Huron",57,"5/19/15","Blk4",3.54286423,11.79,41,68.74,60.6,119.4028959,7592,116060046566,"6/23/2016","Cornell University","MUSGRAVE 848","R1 Date5 Blk4",7,"N9",8.27,91.73,5.27,0.55,1.89,1.8,52.5,65.92,5.34,25.97,14.78,77.58,7.6,1.72,0.22,2.59,0.98,8.91,0.28,0.35,0.19,3.17,0.16,11.79,13.2,63.5,65.26,24.74,49.98,54.9,55.68,27.45,52.92,50.43,59.71,46.17,21.2,2654,77.27,86.88
"207",2015,"NY","Musgrave","Cereal.rye","Spooner",57,"5/19/15","Blk1",2.843349844,13.03,41.49,67.84,59.12,111.004434,7592,116060046593,"6/23/2016","Cornell University","MUSGRAVE 877","R2 Date5 Blk1",7,"N9",8.45,91.55,5.29,0.73,2.08,1.96,52.88,64.39,5.84,26.32,15.99,75.17,7.1,2.05,0.18,2.74,1.01,9.75,0.36,0.38,0.21,3.31,0.18,13.03,12.78,63.35,65.09,25.5,50.81,53.61,54.25,26.17,51.53,49.66,59.07,45.59,20.66,2600,77.63,83.79
"208",2015,"NY","Musgrave","Cereal.rye","Spooner",59,"5/19/15","Blk2",3.996290462,11.18,44.94,71.95,56.8,99.25281485,7592,116060046594,"6/23/2016","Cornell University","MUSGRAVE 878","R2 Date5 Blk2",7,"N9",8.61,91.39,5.11,0.6,1.79,1.69,53.49,68.41,6.29,29.55,17.61,74.26,7.13,2.97,0.24,2.36,0.79,8.97,0.27,0.36,0.17,3.2,0.14,11.18,11.34,62.28,63.9,23.26,48.39,52.26,52.74,23.51,48.66,46.85,57.22,40.4,15.8,2460,69.76,72.8
"209",2015,"NY","Musgrave","Cereal.rye","Spooner",57,"5/19/15","Blk3",5.056633492,11.51,44.59,70.84,56.5,98.6687195,7592,116060046595,"6/23/2016","Cornell University","MUSGRAVE 879","R2 Date5 Blk3",7,"N9",8.68,91.32,5.2,0.67,1.84,1.69,56.13,66.6,6.36,28.97,16.93,74.58,7.07,2.8,0.52,2.37,0.72,9.46,0.3,0.37,0.18,3.3,0.16,11.51,12.4,62.39,64.02,23.8,48.97,52.04,52.5,23.32,48.45,47.05,57.27,40.87,16.24,2461,70.95,73.19
